loc_rowid,pl_name,hostname,default_flag,sy_mnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_rade,pl_masse,pl_eqt,sy_dist
1,11 Com b,11 Com,1,0,Radial Velocity,2007,Xinglong Station,323.21,,,,93.1846
2,11 Com b,11 Com,0,0,Radial Velocity,2007,Xinglong Station,,,,,93.1846
3,11 Com b,11 Com,0,0,Radial Velocity,2007,Xinglong Station,326.03,,,,93.1846
4,11 UMi b,11 UMi,0,0,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,,,,,125.321
5,11 UMi b,11 UMi,0,0,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,516.22,,,,125.321
6,11 UMi b,11 UMi,1,0,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,516.21997,,,,125.321
7,14 And b,14 And,0,0,Radial Velocity,2008,Okayama Astrophysical Observatory,185.84,,,,75.4392
8,14 And b,14 And,1,0,Radial Velocity,2008,Okayama Astrophysical Observatory,186.76,,,,75.4392
9,14 And b,14 And,0,0,Radial Velocity,2008,Okayama Astrophysical Observatory,,,,,75.4392
10,14 Her b,14 Her,0,0,Radial Velocity,2002,W. M. Keck Observatory,1773.4,,,,17.9323
11,14 Her b,14 Her,1,0,Radial Velocity,2002,W. M. Keck Observatory,1765.0389,,2559.472162,,17.9323
12,14 Her b,14 Her,0,0,Radial Velocity,2002,W. M. Keck Observatory,1796.4,,,,17.9323
13,14 Her b,14 Her,0,0,Radial Velocity,2002,W. M. Keck Observatory,,,,,17.9323
14,14 Her b,14 Her,0,0,Radial Velocity,2002,W. M. Keck Observatory,1773.40002,,,,17.9323
15,14 Her b,14 Her,0,0,Radial Velocity,2002,W. M. Keck Observatory,1766,,,,17.9323
16,14 Her b,14 Her,0,0,Radial Velocity,2002,W. M. Keck Observatory,1766.41,,,,17.9323
17,14 Her b,14 Her,0,0,Radial Velocity,2002,W. M. Keck Observatory,1724,,,,17.9323
18,16 Cyg B b,16 Cyg B,0,0,Radial Velocity,1996,Multiple Observatories,799.5,,,,21.1397
19,16 Cyg B b,16 Cyg B,0,0,Radial Velocity,1996,Multiple Observatories,799.5,,,,21.1397
20,16 Cyg B b,16 Cyg B,0,0,Radial Velocity,1996,Multiple Observatories,799.45,,,,21.1397
21,16 Cyg B b,16 Cyg B,0,0,Radial Velocity,1996,Multiple Observatories,800.8,,,,21.1397
22,16 Cyg B b,16 Cyg B,1,0,Radial Velocity,1996,Multiple Observatories,798.5,,,,21.1397
23,16 Cyg B b,16 Cyg B,0,0,Radial Velocity,1996,Multiple Observatories,798.5,,,,21.1397
24,17 Sco b,17 Sco,1,0,Radial Velocity,2020,Lick Observatory,578.38,,,,124.953
25,18 Del b,18 Del,0,0,Radial Velocity,2008,Okayama Astrophysical Observatory,,,,,76.222
26,18 Del b,18 Del,1,0,Radial Velocity,2008,Okayama Astrophysical Observatory,982.85,,,,76.222
27,18 Del b,18 Del,0,0,Radial Velocity,2008,Okayama Astrophysical Observatory,993.3,,,,76.222
28,1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,0,Imaging,2008,Gemini Observatory,,,3000,1700,139.135
29,1RXS J160929.1-210524 b,1RXS J160929.1-210524,0,0,Imaging,2008,Gemini Observatory,,,3000,1800,139.135
30,1RXS J160929.1-210524 b,1RXS J160929.1-210524,0,0,Imaging,2008,Gemini Observatory,,18.647,2543,1800,139.135
31,1RXS J160929.1-210524 b,1RXS J160929.1-210524,0,0,Imaging,2008,Gemini Observatory,,,4000,1700,139.135
32,24 Boo b,24 Boo,1,0,Radial Velocity,2018,Okayama Astrophysical Observatory,30.33,,,,95.9863
33,24 Boo b,24 Boo,0,0,Radial Velocity,2018,Okayama Astrophysical Observatory,30.3506,,,,95.9863
34,24 Sex b,24 Sex,1,0,Radial Velocity,2010,Lick Observatory,452.8,,,,72.0691
35,24 Sex c,24 Sex,1,0,Radial Velocity,2010,Lick Observatory,883,,,,72.0691
36,2M0437 b,2MASS J04372171+2651014,1,0,Imaging,2021,Subaru Telescope,,,1271.313628,1450,128.484
37,2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,1,0,Imaging,2013,Paranal Observatory,,,4131.79,,
38,2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,0,Imaging,2013,W. M. Keck Observatory,,,7786.5,,33.8281
39,2MASS J01225093-2439505 b,2MASS J01225093-2439505,0,0,Imaging,2013,W. M. Keck Observatory,,11.209,,1600,33.8281
40,2MASS J02192210-3925225 b,2MASS J02192210-3925225,1,0,Imaging,2015,Cerro Tololo Inter-American Observatory,,16.14096,4417.837,,
41,2MASS J0249-0557 c,2MASS J0249-0557 A,1,0,Imaging,2018,Mauna Kea Observatory,,,3686.809521,,66.0613
42,2MASS J03590986+2009361 b,2MASS J03590986+2009361,1,0,Imaging,2024,European Space Agency (ESA) Gaia Satellite,,,5720.911326,2369,117.435
43,2MASS J04414489+2301513 b,2MASS J04414489+2301513,1,0,Imaging,2010,Hubble Space Telescope,,,2383.6,,
44,2MASS J11011926-7732383 b,2MASS J11011926-7732383,1,0,Imaging,2024,European Space Agency (ESA) Gaia Satellite,,,8899.195396,2677,
45,2MASS J11550485-7919108 b,2MASS J11550485-7919108,1,0,Imaging,2024,European Space Agency (ESA) Gaia Satellite,,,6356.56814,2506,100.862
46,2MASS J12073346-3932539 b,2MASS J12073346-3932539,0,0,Imaging,2004,Paranal Observatory,,,1271,1150,64.308
47,2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,0,Imaging,2004,Paranal Observatory,,,1589.15,1250,64.308
48,2MASS J19383260+4603591 b,2MASS J19383260+4603591,1,0,Eclipse Timing Variations,2015,Kepler,406,,,,396.332
49,2MASS J19383260+4603591 b,2MASS J19383260+4603591,0,0,Eclipse Timing Variations,2015,Kepler,416,,603.877,,396.332
50,2MASS J21252752-8138278 b,2MASS J21252752-8138278,1,0,Imaging,2024,European Space Agency (ESA) Gaia Satellite,,,3813.940884,1616,34.1154
51,2MASS J22362452+4751425 b,2MASS J22362452+4751425,1,0,Imaging,2016,W. M. Keck Observatory,,,3972.875,,69.5737
52,30 Ari B b,30 Ari B,1,0,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,335.10001,,,,44.657
53,30 Ari B b,30 Ari B,0,0,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,335.1,,,,44.657
54,30 Ari B b,30 Ari B,0,0,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,345.4,,,,44.657
55,4 UMa b,4 UMa,1,0,Radial Velocity,2006,Thueringer Landessternwarte Tautenburg,270.27,,,,73.4603
56,4 UMa b,4 UMa,0,0,Radial Velocity,2006,Thueringer Landessternwarte Tautenburg,269.3,,,,73.4603
57,47 UMa b,47 UMa,1,0,Radial Velocity,1996,Lick Observatory,1078,,,,13.7967
58,47 UMa b,47 UMa,0,0,Radial Velocity,1996,Lick Observatory,1083.2,,,,13.7967
59,47 UMa b,47 UMa,0,0,Radial Velocity,1996,Lick Observatory,1076.6,,,,13.7967
60,47 UMa b,47 UMa,0,0,Radial Velocity,1996,Lick Observatory,1100.8,,,,13.7967
61,47 UMa b,47 UMa,0,0,Radial Velocity,1996,Lick Observatory,1076.6,,,,13.7967
62,47 UMa c,47 UMa,1,0,Radial Velocity,2001,Lick Observatory,2391,,,,13.7967
63,47 UMa c,47 UMa,0,0,Radial Velocity,2001,Lick Observatory,7586,,,,13.7967
64,47 UMa c,47 UMa,0,0,Radial Velocity,2001,Lick Observatory,2287,,,,13.7967
65,47 UMa d,47 UMa,1,0,Radial Velocity,2009,Lick Observatory,14002,,,,13.7967
66,47 UMa d,47 UMa,0,0,Radial Velocity,2009,Lick Observatory,19000,,,,13.7967
67,51 Eri b,51 Eri,1,0,Imaging,2015,Gemini Observatory,,,635.66,700,29.7575
68,51 Eri b,51 Eri,0,0,Imaging,2015,Gemini Observatory,11688,,,,29.7575
69,51 Eri b,51 Eri,0,0,Imaging,2015,Gemini Observatory,14965,,,,29.7575
70,51 Peg b,51 Peg,0,0,Radial Velocity,1995,Haute-Provence Observatory,4.231,,146.2018,,15.4614
71,51 Peg b,51 Peg,1,0,Radial Velocity,1995,Haute-Provence Observatory,4.230785,,,,15.4614
72,51 Peg b,51 Peg,0,0,Radial Velocity,1995,Haute-Provence Observatory,4.23077,,,,15.4614
73,51 Peg b,51 Peg,0,0,Radial Velocity,1995,Haute-Provence Observatory,4.2293,,,,15.4614
74,51 Peg b,51 Peg,0,0,Radial Velocity,1995,Haute-Provence Observatory,4.2307969,,,,15.4614
75,55 Cnc b,55 Cnc,0,0,Radial Velocity,1996,Lick Observatory,14.647,,,,12.5855
76,55 Cnc b,55 Cnc,0,0,Radial Velocity,1996,Lick Observatory,14.65162,,,,12.5855
77,55 Cnc b,55 Cnc,0,0,Radial Velocity,1996,Lick Observatory,14.651,,,,12.5855
78,55 Cnc b,55 Cnc,1,0,Radial Velocity,1996,Lick Observatory,14.6516,,,,12.5855
79,55 Cnc b,55 Cnc,0,0,Radial Velocity,1996,Lick Observatory,14.65126,,,,12.5855
80,55 Cnc b,55 Cnc,0,0,Radial Velocity,1996,Lick Observatory,14.65152,,263.9785,,12.5855
81,55 Cnc b,55 Cnc,0,0,Radial Velocity,1996,Lick Observatory,14.465314,,266.966,,12.5855
82,55 Cnc b,55 Cnc,0,0,Radial Velocity,1996,Lick Observatory,14.65171,,,,12.5855
83,55 Cnc b,55 Cnc,0,0,Radial Velocity,1996,Lick Observatory,14.648,,,,12.5855
84,55 Cnc b,55 Cnc,0,0,Radial Velocity,1996,Lick Observatory,14.67,,,,12.5855
85,55 Cnc b,55 Cnc,0,0,Radial Velocity,1996,Lick Observatory,14.653,,,,12.5855
86,55 Cnc b,55 Cnc,0,0,Radial Velocity,1996,Lick Observatory,14.6,,254.25,700,12.5855
87,55 Cnc c,55 Cnc,1,0,Radial Velocity,2004,McDonald Observatory,44.3989,,,,12.5855
88,55 Cnc c,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,44.3446,,,,12.5855
89,55 Cnc c,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,43.93,,,,12.5855
90,55 Cnc c,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,44.373,,56.6985,,12.5855
91,55 Cnc c,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,44.4175,,54.4738,,12.5855
92,55 Cnc c,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,44.3827,,,,12.5855
93,55 Cnc c,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,44.3787,,,,12.5855
94,55 Cnc c,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,44.38,,,,12.5855
95,55 Cnc d,55 Cnc,0,0,Radial Velocity,2002,Lick Observatory,4820,,,,12.5855
96,55 Cnc d,55 Cnc,0,0,Radial Velocity,2002,Lick Observatory,4517.4,,,,12.5855
97,55 Cnc d,55 Cnc,0,0,Radial Velocity,2002,Lick Observatory,4545,,,,12.5855
98,55 Cnc d,55 Cnc,0,0,Radial Velocity,2002,Lick Observatory,4867,,1226.77,,12.5855
99,55 Cnc d,55 Cnc,0,0,Radial Velocity,2002,Lick Observatory,5370,,,,12.5855
100,55 Cnc d,55 Cnc,1,0,Radial Velocity,2002,Lick Observatory,5574.2,,,,12.5855
101,55 Cnc d,55 Cnc,0,0,Radial Velocity,2002,Lick Observatory,4909,,,,12.5855
102,55 Cnc d,55 Cnc,0,0,Radial Velocity,2002,Lick Observatory,5218,,,,12.5855
103,55 Cnc d,55 Cnc,0,0,Radial Velocity,2002,Lick Observatory,4825,,1232.493,,12.5855
104,55 Cnc d,55 Cnc,0,0,Radial Velocity,2002,Lick Observatory,5360,,,,12.5855
105,55 Cnc e,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,,,,,12.5855
106,55 Cnc e,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,0.7365417,,,,12.5855
107,55 Cnc e,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,0.737,1.897,7.74,,12.5855
108,55 Cnc e,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,0.736539,1.91,8.08,,12.5855
109,55 Cnc e,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,2.808,,,,12.5855
110,55 Cnc e,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,0.73654625,2.02311213,,1831.27,12.5855
111,55 Cnc e,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,0.7365474,1.947,8.59,,12.5855
112,55 Cnc e,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,0.73654604,,,,12.5855
113,55 Cnc e,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,0.73654,2,8.63,,12.5855
114,55 Cnc e,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,0.7365478,,8.09479,,12.5855
115,55 Cnc e,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,,1.92,8.08,,12.5855
116,55 Cnc e,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,0.7365445,,,,12.5855
117,55 Cnc e,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,2.79674,,,,12.5855
118,55 Cnc e,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,0.736546,2.173,8.37,,12.5855
119,55 Cnc e,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,0.7365515,,8.13928,,12.5855
120,55 Cnc e,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,0.7365437,2.08,7.81,1958,12.5855
121,55 Cnc e,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,0.736543,1.856,,,12.5855
122,55 Cnc e,55 Cnc,1,0,Radial Velocity,2004,McDonald Observatory,0.7365474,1.875,7.99,,12.5855
123,55 Cnc e,55 Cnc,0,0,Radial Velocity,2004,McDonald Observatory,0.73654625,,,,12.5855
124,55 Cnc f,55 Cnc,0,0,Radial Velocity,2007,Multiple Observatories,260.91,,47.0051,,12.5855
125,55 Cnc f,55 Cnc,0,0,Radial Velocity,2007,Multiple Observatories,262,,44.812,,12.5855
126,55 Cnc f,55 Cnc,0,0,Radial Velocity,2007,Multiple Observatories,261.2,,,,12.5855
127,55 Cnc f,55 Cnc,1,0,Radial Velocity,2007,Multiple Observatories,259.88,,,,12.5855
128,55 Cnc f,55 Cnc,0,0,Radial Velocity,2007,Multiple Observatories,260,,,,12.5855
129,55 Cnc f,55 Cnc,0,0,Radial Velocity,2007,Multiple Observatories,260.7,,,,12.5855
130,55 Cnc f,55 Cnc,0,0,Radial Velocity,2007,Multiple Observatories,260.98,,,,12.5855
131,6 Lyn b,6 Lyn,0,0,Radial Velocity,2008,Okayama Astrophysical Observatory,934.3,,,,54.6599
132,6 Lyn b,6 Lyn,0,0,Radial Velocity,2008,Okayama Astrophysical Observatory,874.774,,,,54.6599
133,6 Lyn b,6 Lyn,1,0,Radial Velocity,2008,Okayama Astrophysical Observatory,919.86,,,,54.6599
134,6 Lyn b,6 Lyn,0,0,Radial Velocity,2008,Okayama Astrophysical Observatory,899,,,,54.6599
135,61 Vir b,61 Vir,0,0,Radial Velocity,2009,Multiple Observatories,4.21487,,,,8.50332
136,61 Vir b,61 Vir,1,0,Radial Velocity,2009,Multiple Observatories,4.215,,,,8.50332
137,61 Vir c,61 Vir,0,0,Radial Velocity,2009,Multiple Observatories,38.0957,,,,8.50332
138,61 Vir c,61 Vir,1,0,Radial Velocity,2009,Multiple Observatories,38.021,,,,8.50332
139,61 Vir d,61 Vir,1,0,Radial Velocity,2009,Multiple Observatories,123.01,,,,8.50332
140,7 CMa b,7 CMa,0,0,Radial Velocity,2011,Anglo-Australian Telescope,763,,,,19.8101
141,7 CMa b,7 CMa,0,0,Radial Velocity,2011,Anglo-Australian Telescope,796,,,,19.8101
142,7 CMa b,7 CMa,1,0,Radial Velocity,2011,Anglo-Australian Telescope,735.1,,,,19.8101
143,7 CMa b,7 CMa,0,0,Radial Velocity,2011,Anglo-Australian Telescope,,,,,19.8101
144,7 CMa c,7 CMa,1,0,Radial Velocity,2019,Multiple Observatories,996,,,,19.8101
145,7 CMa c,7 CMa,0,0,Radial Velocity,2019,Multiple Observatories,,,,,19.8101
146,70 Vir b,70 Vir,0,0,Radial Velocity,1996,Lick Observatory,116.689,,,,17.9011
147,70 Vir b,70 Vir,0,0,Radial Velocity,1996,Lick Observatory,116.6884,,2380.45,,17.9011
148,70 Vir b,70 Vir,0,0,Radial Velocity,1996,Lick Observatory,116.6884,,,,17.9011
149,70 Vir b,70 Vir,0,0,Radial Velocity,1996,Lick Observatory,116.69335,,,,17.9011
150,70 Vir b,70 Vir,1,0,Radial Velocity,1996,Lick Observatory,116.688,,,,17.9011
151,70 Vir b,70 Vir,0,0,Radial Velocity,1996,Lick Observatory,116.6926,,,,17.9011
152,75 Cet b,75 Cet,1,0,Radial Velocity,2012,Okayama Astrophysical Observatory,696.62,,,,82.9613
153,75 Cet b,75 Cet,0,0,Radial Velocity,2012,Okayama Astrophysical Observatory,691.9,,,,82.9613
154,75 Cet c,75 Cet,1,0,Radial Velocity,2023,Okayama Astrophysical Observatory,2051.62,,,,82.9613
155,8 UMi b,8 UMi,0,0,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,93.4,,,,162.552
156,8 UMi b,8 UMi,1,0,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,93.4,,,,162.552
157,81 Cet b,81 Cet,0,0,Radial Velocity,2008,Okayama Astrophysical Observatory,,,,,101.26
158,81 Cet b,81 Cet,1,0,Radial Velocity,2008,Okayama Astrophysical Observatory,1005.57,,,,101.26
159,81 Cet b,81 Cet,0,0,Radial Velocity,2008,Okayama Astrophysical Observatory,952.7,,,,101.26
160,91 Aqr b,91 Aqr,1,0,Radial Velocity,2013,Lick Observatory,181.4,,,,44.0304
161,AB Aur b,AB Aur,1,0,Imaging,2022,Subaru Telescope,,,2860.455663,,162.127
162,AB Pic b,AB Pic,1,0,Imaging,2005,Paranal Observatory,,,4290.5,,50.0475
163,AF Lep b,AF Lep,1,0,Imaging,2023,Paranal Observatory,8030,,1017.050902,,26.8564
164,AF Lep b,AF Lep,0,0,Imaging,2023,Paranal Observatory,9060,,1366.66215,,26.8564
165,AF Lep b,AF Lep,0,0,Imaging,2023,Paranal Observatory,7520,,1664.467367,1400,26.8564
166,AT2021ueyL b,AT2021ueyL,1,0,Microlensing,2025,Multiple Observatories,4168.69,,425.8900654,,1040
167,AU Mic b,AU Mic,0,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.46321,4.203375,,,9.7221
168,AU Mic b,AU Mic,0,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.463,,11.7,,9.7221
169,AU Mic b,AU Mic,0,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.4631427,,10.2,,9.7221
170,AU Mic b,AU Mic,1,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.46308,3.95677019,,600,9.7221
171,AU Mic b,AU Mic,0,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.46321,,,,9.7221
172,AU Mic b,AU Mic,0,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.463,4.07,17,593,9.7221
173,AU Mic b,AU Mic,0,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.46321,,17.1,,9.7221
174,AU Mic b,AU Mic,0,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),,4.02692583,,754.62,9.7221
175,AU Mic b,AU Mic,0,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.4630004,4.19,,,9.7221
176,AU Mic b,AU Mic,0,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.4629991,,20.12,,9.7221
177,AU Mic c,AU Mic,1,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.85969,2.52202066,,459,9.7221
178,AU Mic c,AU Mic,0,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.859019,,22.2,,9.7221
179,AU Mic c,AU Mic,0,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.859019,3.24,13.6,454,9.7221
180,AU Mic c,AU Mic,0,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.858982,2.79,,,9.7221
181,AU Mic c,AU Mic,0,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.858991,,9.6,,9.7221
182,AU Mic c,AU Mic,0,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.85882,,14.2,,9.7221
183,AU Mic d,AU Mic,1,0,Transit Timing Variations,2023,Multiple Observatories,12.73596,,1.053,,9.7221
184,BD+03 2562 b,BD+03 2562,1,0,Radial Velocity,2017,Multiple Observatories,481.9,,,,1070.63
185,BD+05 4868 A b,BD+05 4868 A,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),1.271869,,6.2,1820,43.5687
186,BD+14 4559 b,BD+14 4559,1,0,Radial Velocity,2009,McDonald Observatory,268.94,,,,49.352
187,BD+14 4559 b,BD+14 4559,0,0,Radial Velocity,2009,McDonald Observatory,268.94,,,,49.352
188,BD+15 2375 b,BD+15 2375,1,0,Radial Velocity,2016,Roque de los Muchachos Observatory,153.22,,,,768.045
189,BD+15 2940 b,BD+15 2940,1,0,Radial Velocity,2013,McDonald Observatory,137.48,,,,426.42
190,BD+20 2457 b,BD+20 2457,1,0,Radial Velocity,2009,McDonald Observatory,379.63,,,,1539.71
191,BD+20 2457 b,BD+20 2457,0,0,Radial Velocity,2009,McDonald Observatory,379.63,,,,1539.71
192,BD+20 2457 c,BD+20 2457,1,0,Radial Velocity,2009,McDonald Observatory,621.99,,,,1539.71
193,BD+20 274 b,BD+20 274,1,0,Radial Velocity,2012,McDonald Observatory,578.2,,,,1322.51
194,BD+20 594 b,BD+20 594,0,0,Transit,2016,K2,41.688644,2.35545351,,,179.461
195,BD+20 594 b,BD+20 594,1,0,Transit,2016,K2,41.6855,2.57807,22.2481,,179.461
196,BD+20 594 b,BD+20 594,0,0,Transit,2016,K2,41.6855,2.23,16.3,546,179.461
197,BD+45 564 b,BD+45 564,1,0,Radial Velocity,2021,Haute-Provence Observatory,307.88,,,,53.622
198,BD+48 738 b,BD+48 738,1,0,Radial Velocity,2011,McDonald Observatory,392.6,,,,871.493
199,BD+48 740 b,BD+48 740,1,0,Radial Velocity,2018,Multiple Observatories,733,,,,666.589
200,BD+49 828 b,BD+49 828,1,0,Radial Velocity,2015,McDonald Observatory,2590,,,,442.042
201,BD+55 362 b,BD+55 362,1,0,Radial Velocity,2021,Haute-Provence Observatory,265.59,,,,52.5697
202,BD+60 1417 b,BD+60 1417,1,0,Imaging,2021,Wide-field Infrared Survey Explorer (WISE) Sat,,14.68376472,4767.426105,1303,44.9543
203,BD+63 1405 b,BD+63 1405,1,0,Radial Velocity,2021,Haute-Provence Observatory,1198.48,,,,38.0473
204,BD+63 1405 b,BD+63 1405,0,0,Radial Velocity,2021,Haute-Provence Observatory,1230,,3305.415433,,38.0473
205,BD-06 1339 b,BD-06 1339,1,0,Radial Velocity,2013,La Silla Observatory,3.8728,,,,20.2695
206,BD-06 1339 c,BD-06 1339,1,0,Radial Velocity,2013,La Silla Observatory,125.94,,,,20.2695
207,BD-08 2823 b,BD-08 2823,1,0,Radial Velocity,2009,La Silla Observatory,5.6,,,,41.3342
208,BD-08 2823 b,BD-08 2823,0,0,Radial Velocity,2009,La Silla Observatory,5.6,,,,41.3342
209,BD-08 2823 c,BD-08 2823,1,0,Radial Velocity,2009,La Silla Observatory,237.6,,,,41.3342
210,BD-10 3166 b,BD-10 3166,1,0,Radial Velocity,2000,W. M. Keck Observatory,3.48777,,,,84.4069
211,BD-10 3166 b,BD-10 3166,0,0,Radial Velocity,2000,W. M. Keck Observatory,3.487905,,,,84.4069
212,BD-10 3166 b,BD-10 3166,0,0,Radial Velocity,2000,W. M. Keck Observatory,3.487,,,,84.4069
213,BD-10 3166 b,BD-10 3166,0,0,Radial Velocity,2000,W. M. Keck Observatory,3.48777,,,,84.4069
214,BD-11 4672 b,BD-11 4672,1,0,Radial Velocity,2014,La Silla Observatory,1634,,,,27.1665
215,BD-11 4672 b,BD-11 4672,0,0,Radial Velocity,2014,La Silla Observatory,1667,,,,27.1665
216,BD-11 4672 c,BD-11 4672,1,0,Radial Velocity,2020,Roque de los Muchachos Observatory,74.2,,,,27.1665
217,BD-13 2130 b,BD-13 2130,1,0,Radial Velocity,2007,La Silla Observatory,714.29999,,,,925.214
218,BD-13 2130 b,BD-13 2130,0,0,Radial Velocity,2007,La Silla Observatory,714.3,,,,925.214
219,BD-14 3065 b,BD-14 3065 A,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.2889731,21.59,3932,2001,589.423
220,BD-14 3065 b,BD-14 3065 A,0,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.2889696,20.7112,,1404,589.423
221,BD-17 63 b,BD-17 63,0,0,Radial Velocity,2008,La Silla Observatory,655.59998,,,,34.4603
222,BD-17 63 b,BD-17 63,1,0,Radial Velocity,2008,La Silla Observatory,655.57,,1639.99458,,34.4603
223,BD-17 63 b,BD-17 63,0,0,Radial Velocity,2008,La Silla Observatory,649,,1366.66215,,34.4603
224,BD-17 63 b,BD-17 63,0,0,Radial Velocity,2008,La Silla Observatory,655.6,,,,34.4603
225,BD-210397 b,BD-210397,1,0,Radial Velocity,2023,La Silla Observatory,1891,,,,23.7324
226,BD-210397 c,BD-210397,1,0,Radial Velocity,2023,La Silla Observatory,6240,,1525.576354,,23.7324
227,BD-210397 c,BD-210397,0,0,Radial Velocity,2023,La Silla Observatory,6360,,,,23.7324
228,Barnard b,Barnard's star,0,0,Radial Velocity,2024,Paranal Observatory,3.1533,,,400,1.82655
229,Barnard b,Barnard's star,1,0,Radial Velocity,2024,Paranal Observatory,3.1542,,,438,1.82655
230,Barnard c,Barnard's star,1,0,Radial Velocity,2025,Gemini Observatory,4.1244,,,400,1.82655
231,Barnard d,Barnard's star,1,0,Radial Velocity,2025,Gemini Observatory,2.3402,,,483,1.82655
232,Barnard e,Barnard's star,1,0,Radial Velocity,2025,Gemini Observatory,6.7392,,,340,1.82655
233,CD Cet b,CD Cet,1,0,Radial Velocity,2020,Calar Alto Observatory,2.2907,,,464,8.60715
234,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,0,Imaging,2011,W. M. Keck Observatory,10037.5,,3337.1,370,
235,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,0,Imaging,2021,Hubble Space Telescope,8040000,20.8487041,2479.061575,1800,
236,CHXR 73 b,CHXR 73,1,0,Imaging,2006,Hubble Space Telescope,,,3994.486,,190.374
237,CI Tau c,CI Tau,1,0,Radial Velocity,2024,Multiple Observatories,25.2,,,,157.998
238,COCONUTS-2 b,COCONUTS-2 A,0,0,Imaging,2021,NASA Infrared Telescope Facility (IRTF),402000000,12.44196858,2002.318964,434,10.8864
239,COCONUTS-2 b,COCONUTS-2 A,1,0,Imaging,2021,NASA Infrared Telescope Facility (IRTF),,12.44196858,2542.627256,,10.8864
240,CT Cha b,CT Cha,1,0,Imaging,2007,Paranal Observatory,,24.66,5403,2600,190.72
241,CoRoT-1 b,CoRoT-1,0,0,Transit,2008,CoRoT,1.508968772,,,,787.909
242,CoRoT-1 b,CoRoT-1,0,0,Transit,2008,CoRoT,1.5089557,16.58932,359.1479,,787.909
243,CoRoT-1 b,CoRoT-1,0,0,Transit,2008,CoRoT,1.508976552,15.91678,340.0781,1834,787.909
244,CoRoT-1 b,CoRoT-1,0,0,Transit,2008,CoRoT,1.5089682,19.223435,390.9309,,787.909
245,CoRoT-1 b,CoRoT-1,0,0,Transit,2008,CoRoT,1.5089635,20.5944,,2036,787.909
