loc_rowid,pl_name,hostname,default_flag,sy_mnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_rade,pl_masse,pl_eqt,sy_dist
16938,Kepler-1786 b,Kepler-1786,0,0,Transit,2021,Kepler,78.54583023,,,,863.909
16939,Kepler-1787 b,Kepler-1787,0,0,Transit,2021,Kepler,39.3135699,,,,778.602
16940,Kepler-1787 b,Kepler-1787,0,0,Transit,2021,Kepler,39.31373887,,,,778.602
16941,Kepler-1787 b,Kepler-1787,0,0,Transit,2021,Kepler,39.3134832,2.14,,540,778.602
16942,Kepler-1787 b,Kepler-1787,0,0,Transit,2021,Kepler,39.31435,2.56,,545,778.602
16943,Kepler-1787 b,Kepler-1787,1,0,Transit,2021,Kepler,39.31370163,2.31898181,,,778.602
16944,Kepler-1787 b,Kepler-1787,0,0,Transit,2021,Kepler,39.3134832,2.14,,540,778.602
16945,Kepler-1787 b,Kepler-1787,0,0,Transit,2021,Kepler,39.3134832,2.14,,540,778.602
16946,Kepler-1787 b,Kepler-1787,0,0,Transit,2021,Kepler,39.3135699,2.07,,540,778.602
16947,Kepler-1788 b,Kepler-1788,0,0,Transit,2021,Kepler,2.800111267,,,,560.445
16948,Kepler-1788 b,Kepler-1788,0,0,Transit,2021,Kepler,2.800111267,2.13,,956,560.445
16949,Kepler-1788 b,Kepler-1788,0,0,Transit,2021,Kepler,2.800118124,1.97,,956,560.445
16950,Kepler-1788 b,Kepler-1788,0,0,Transit,2021,Kepler,2.800131,1.99,,933,560.445
16951,Kepler-1788 b,Kepler-1788,0,0,Transit,2021,Kepler,2.800118124,1.97,,956,560.445
16952,Kepler-1788 b,Kepler-1788,0,0,Transit,2021,Kepler,2.800118124,1.97,,956,560.445
16953,Kepler-1788 b,Kepler-1788,1,0,Transit,2021,Kepler,2.800120115,2.37850461,,,560.445
16954,Kepler-1788 b,Kepler-1788,0,0,Transit,2021,Kepler,2.80011878,,,,560.445
16955,Kepler-1789 b,Kepler-1789,0,0,Transit,2021,Kepler,80.2321467,3.24,,380,611.461
16956,Kepler-1789 b,Kepler-1789,1,0,Transit,2021,Kepler,80.23190308,2.83137505,,,611.461
16957,Kepler-1789 b,Kepler-1789,0,0,Transit,2021,Kepler,80.23247,3.6,,393,611.461
16958,Kepler-1789 b,Kepler-1789,0,0,Transit,2021,Kepler,80.23182358,,,,611.461
16959,Kepler-1789 b,Kepler-1789,0,0,Transit,2021,Kepler,80.2321467,,,,611.461
16960,Kepler-1789 b,Kepler-1789,0,0,Transit,2021,Kepler,80.2317349,3.44,,397,611.461
16961,Kepler-1789 b,Kepler-1789,0,0,Transit,2021,Kepler,80.2317349,3.44,,397,611.461
16962,Kepler-1789 b,Kepler-1789,0,0,Transit,2021,Kepler,80.2317349,3.44,,397,611.461
16963,Kepler-179 b,Kepler-179,0,0,Transit,2014,Kepler,2.735903375,1.58,,1072,605.68
16964,Kepler-179 b,Kepler-179,0,0,Transit,2014,Kepler,2.73589,1.7,,1056,605.68
16965,Kepler-179 b,Kepler-179,1,0,Transit,2014,Kepler,2.735926,1.64,,,605.68
16966,Kepler-179 b,Kepler-179,0,0,Transit,2014,Kepler,2.735903375,1.8,,,605.68
16967,Kepler-179 b,Kepler-179,0,0,Transit,2014,Kepler,,1.694,,,605.68
16968,Kepler-179 b,Kepler-179,0,0,Transit,2014,Kepler,2.735900074,1.56,,1075,605.68
16969,Kepler-179 b,Kepler-179,0,0,Transit,2014,Kepler,2.735910395,,,,605.68
16970,Kepler-179 b,Kepler-179,0,0,Transit,2014,Kepler,2.735900074,,,,605.68
16971,Kepler-179 b,Kepler-179,0,0,Transit,2014,Kepler,2.735903375,1.58,,1072,605.68
16972,Kepler-179 b,Kepler-179,0,0,Transit,2014,Kepler,2.73589728,,,,605.68
16973,Kepler-179 b,Kepler-179,0,0,Transit,2014,Kepler,2.735903375,1.58,,1072,605.68
16974,Kepler-179 b,Kepler-179,0,0,Transit,2014,Kepler,2.735903375,1.708,,,605.68
16975,Kepler-179 c,Kepler-179,1,0,Transit,2014,Kepler,6.40013,2,,,605.68
16976,Kepler-179 c,Kepler-179,0,0,Transit,2014,Kepler,6.400147394,2.438,,,605.68
16977,Kepler-179 c,Kepler-179,0,0,Transit,2014,Kepler,6.400147394,2.26,,807,605.68
16978,Kepler-179 c,Kepler-179,0,0,Transit,2014,Kepler,6.40015316,,,,605.68
16979,Kepler-179 c,Kepler-179,0,0,Transit,2014,Kepler,6.400157105,,,,605.68
16980,Kepler-179 c,Kepler-179,0,0,Transit,2014,Kepler,6.400147394,2.26,,807,605.68
16981,Kepler-179 c,Kepler-179,0,0,Transit,2014,Kepler,6.400147394,2.57,,,605.68
16982,Kepler-179 c,Kepler-179,0,0,Transit,2014,Kepler,6.400147394,2.26,,807,605.68
16983,Kepler-179 c,Kepler-179,0,0,Transit,2014,Kepler,6.400157105,2.52,,810,605.68
16984,Kepler-179 c,Kepler-179,0,0,Transit,2014,Kepler,6.400104,2.48,,792,605.68
16985,Kepler-179 c,Kepler-179,0,0,Transit,2014,Kepler,6.4001418,,,,605.68
16986,Kepler-179 c,Kepler-179,0,0,Transit,2014,Kepler,,2.731,,,605.68
16987,Kepler-1790 b,Kepler-1790,0,0,Transit,2021,Kepler,31.5888952,2.02,,606,1070.17
16988,Kepler-1790 b,Kepler-1790,0,0,Transit,2021,Kepler,31.5888979,,,,1070.17
16989,Kepler-1790 b,Kepler-1790,0,0,Transit,2021,Kepler,31.5888952,2.02,,606,1070.17
16990,Kepler-1790 b,Kepler-1790,0,0,Transit,2021,Kepler,31.58844,1.97,,588,1070.17
16991,Kepler-1790 b,Kepler-1790,1,0,Transit,2021,Kepler,31.58889961,3.1446145,,,1070.17
16992,Kepler-1790 b,Kepler-1790,0,0,Transit,2021,Kepler,31.5888952,2.676,,,1070.17
16993,Kepler-1790 b,Kepler-1790,0,0,Transit,2021,Kepler,31.58885167,,,,1070.17
16994,Kepler-1790 b,Kepler-1790,0,0,Transit,2021,Kepler,31.5888979,2.59,,682,1070.17
16995,Kepler-1790 b,Kepler-1790,0,0,Transit,2021,Kepler,31.5888952,2.02,,606,1070.17
16996,Kepler-1791 b,Kepler-1791,0,0,Transit,2021,Kepler,7.72084349,1.96,,1077,602.218
16997,Kepler-1791 b,Kepler-1791,0,0,Transit,2021,Kepler,7.72085515,,,,602.218
16998,Kepler-1791 b,Kepler-1791,0,0,Transit,2021,Kepler,7.72087,2.2,,1097,602.218
16999,Kepler-1791 b,Kepler-1791,0,0,Transit,2021,Kepler,7.72084349,1.96,,1077,602.218
17000,Kepler-1791 b,Kepler-1791,1,0,Transit,2021,Kepler,7.720860004,3.12103321,,,602.218
17001,Kepler-1791 b,Kepler-1791,0,0,Transit,2021,Kepler,7.72085047,,,,602.218
17002,Kepler-1791 b,Kepler-1791,0,0,Transit,2021,Kepler,7.72085047,2.53,,1021,602.218
17003,Kepler-1791 b,Kepler-1791,0,0,Transit,2021,Kepler,7.72084349,1.96,,1077,602.218
17004,Kepler-1792 b,Kepler-1792,0,0,Transit,2021,Kepler,4.19577385,3.02,,1047,601.029
17005,Kepler-1792 b,Kepler-1792,0,0,Transit,2021,Kepler,4.19577247,,,,601.029
17006,Kepler-1792 b,Kepler-1792,0,0,Transit,2021,Kepler,4.195775379,3.03,,1047,601.029
17007,Kepler-1792 b,Kepler-1792,0,0,Transit,2021,Kepler,4.195803,3.5,,1039,601.029
17008,Kepler-1792 b,Kepler-1792,0,0,Transit,2021,Kepler,4.195775379,3.03,,1047,601.029
17009,Kepler-1792 b,Kepler-1792,0,0,Transit,2021,Kepler,4.19577385,,,,601.029
17010,Kepler-1792 b,Kepler-1792,0,0,Transit,2021,Kepler,4.195775379,3.03,,1047,601.029
17011,Kepler-1792 b,Kepler-1792,1,0,Transit,2021,Kepler,4.1957798,2.51990972,,,601.029
17012,Kepler-1793 b,Kepler-1793,0,0,Transit,2021,Kepler,8.77988,2.55,,698,1189.88
17013,Kepler-1793 b,Kepler-1793,0,0,Transit,2021,Kepler,8.77995434,2.91,,714,1189.88
17014,Kepler-1793 b,Kepler-1793,0,0,Transit,2021,Kepler,8.77997349,2.12,,713,1189.88
17015,Kepler-1793 b,Kepler-1793,0,0,Transit,2021,Kepler,8.77995434,2.91,,714,1189.88
17016,Kepler-1793 b,Kepler-1793,0,0,Transit,2021,Kepler,8.77998204,,,,1189.88
17017,Kepler-1793 b,Kepler-1793,0,0,Transit,2021,Kepler,8.77997349,,,,1189.88
17018,Kepler-1793 b,Kepler-1793,0,0,Transit,2021,Kepler,8.77995434,2.91,,714,1189.88
17019,Kepler-1793 b,Kepler-1793,1,0,Transit,2021,Kepler,8.779999733,3.79037518,,,1189.88
17020,Kepler-1794 b,Kepler-1794,1,0,Transit,2021,Kepler,9.762980461,1.79426276,,,561.229
17021,Kepler-1794 b,Kepler-1794,0,0,Transit,2021,Kepler,9.76283,1.7,,661,561.229
17022,Kepler-1794 b,Kepler-1794,0,0,Transit,2021,Kepler,9.7629522,1.96,,703,561.229
17023,Kepler-1794 b,Kepler-1794,0,0,Transit,2021,Kepler,9.76293188,,,,561.229
17024,Kepler-1794 b,Kepler-1794,0,0,Transit,2021,Kepler,9.76293284,,,,561.229
17025,Kepler-1794 b,Kepler-1794,0,0,Transit,2021,Kepler,9.76293284,1.94,,703,561.229
17026,Kepler-1794 b,Kepler-1794,0,0,Transit,2021,Kepler,9.7629522,1.96,,703,561.229
17027,Kepler-1794 b,Kepler-1794,0,0,Transit,2021,Kepler,9.7629522,1.96,,703,561.229
17028,Kepler-1795 b,Kepler-1795,0,0,Transit,2021,Kepler,13.36020599,1.91,,525,
17029,Kepler-1795 b,Kepler-1795,0,0,Transit,2021,Kepler,13.36020599,1.91,,525,
17030,Kepler-1795 b,Kepler-1795,0,0,Transit,2021,Kepler,13.36020599,1.91,,525,
17031,Kepler-1795 b,Kepler-1795,1,0,Transit,2021,Kepler,13.36019993,1.66301611,,,
17032,Kepler-1795 b,Kepler-1795,0,0,Transit,2021,Kepler,13.36011,1.77,,481,
17033,Kepler-1795 b,Kepler-1795,0,0,Transit,2021,Kepler,13.3602644,,,,
17034,Kepler-1795 b,Kepler-1795,0,0,Transit,2021,Kepler,13.36019864,,,,
17035,Kepler-1795 b,Kepler-1795,0,0,Transit,2021,Kepler,13.36019864,1.84,,520,
17036,Kepler-1796 b,Kepler-1796,0,0,Transit,2021,Kepler,29.4557154,2.21,,598,825.883
17037,Kepler-1796 b,Kepler-1796,0,0,Transit,2021,Kepler,29.45542216,,,,825.883
17038,Kepler-1796 b,Kepler-1796,1,0,Transit,2021,Kepler,29.4557991,2.75047868,,,825.883
17039,Kepler-1796 b,Kepler-1796,0,0,Transit,2021,Kepler,29.4557154,2.21,,598,825.883
17040,Kepler-1796 b,Kepler-1796,0,0,Transit,2021,Kepler,29.4556,2.3,,596,825.883
17041,Kepler-1796 b,Kepler-1796,0,0,Transit,2021,Kepler,29.4557841,,,,825.883
17042,Kepler-1796 b,Kepler-1796,0,0,Transit,2021,Kepler,29.4557154,2.21,,598,825.883
17043,Kepler-1796 b,Kepler-1796,0,0,Transit,2021,Kepler,29.4557841,2.19,,598,825.883
17044,Kepler-1797 b,Kepler-1797,1,0,Transit,2021,Kepler,23.3593998,3.05774442,,,1338.49
17045,Kepler-1797 b,Kepler-1797,0,0,Transit,2021,Kepler,23.35900015,,,,1338.49
17046,Kepler-1797 b,Kepler-1797,0,0,Transit,2021,Kepler,23.3593589,,,,1338.49
17047,Kepler-1797 b,Kepler-1797,0,0,Transit,2021,Kepler,23.3594822,2.95,,684,1338.49
17048,Kepler-1797 b,Kepler-1797,0,0,Transit,2021,Kepler,23.3593589,2.98,,684,1338.49
17049,Kepler-1797 b,Kepler-1797,0,0,Transit,2021,Kepler,23.35986,2.5,,690,1338.49
17050,Kepler-1797 b,Kepler-1797,0,0,Transit,2021,Kepler,23.3594822,2.95,,684,1338.49
17051,Kepler-1797 b,Kepler-1797,0,0,Transit,2021,Kepler,23.3594822,2.95,,684,1338.49
17052,Kepler-1798 b,Kepler-1798,0,0,Transit,2021,Kepler,16.85593514,2.08,,403,395.196
17053,Kepler-1798 b,Kepler-1798,0,0,Transit,2021,Kepler,16.85593514,2.08,,403,395.196
17054,Kepler-1798 b,Kepler-1798,0,0,Transit,2021,Kepler,16.85592593,1.7,,408,395.196
17055,Kepler-1798 b,Kepler-1798,0,0,Transit,2021,Kepler,16.85593514,2.08,,403,395.196
17056,Kepler-1798 b,Kepler-1798,0,0,Transit,2021,Kepler,16.85597874,,,,395.196
17057,Kepler-1798 b,Kepler-1798,1,0,Transit,2021,Kepler,16.85589981,2.30911251,,,395.196
17058,Kepler-1798 b,Kepler-1798,0,0,Transit,2021,Kepler,16.85481,1.66,,411,395.196
17059,Kepler-1798 b,Kepler-1798,0,0,Transit,2021,Kepler,16.85592593,,,,395.196
17060,Kepler-1799 b,Kepler-1799,1,0,Transit,2021,Kepler,11.9296999,4.12801189,,,2254.69
17061,Kepler-1799 b,Kepler-1799,0,0,Transit,2021,Kepler,11.92960247,,,,2254.69
17062,Kepler-1799 b,Kepler-1799,0,0,Transit,2021,Kepler,11.92976844,2.67,,770,2254.69
17063,Kepler-1799 b,Kepler-1799,0,0,Transit,2021,Kepler,11.92976844,2.67,,770,2254.69
17064,Kepler-1799 b,Kepler-1799,0,0,Transit,2021,Kepler,11.92957,2.6,,751,2254.69
17065,Kepler-1799 b,Kepler-1799,0,0,Transit,2021,Kepler,11.92979348,2.43,,770,2254.69
17066,Kepler-1799 b,Kepler-1799,0,0,Transit,2021,Kepler,11.92976844,2.67,,770,2254.69
17067,Kepler-1799 b,Kepler-1799,0,0,Transit,2021,Kepler,11.92979348,,,,2254.69
17068,Kepler-18 b,Kepler-18,0,0,Transit,2011,Kepler,3.504687554,2.11,,1165,433.047
17069,Kepler-18 b,Kepler-18,0,0,Transit,2011,Kepler,3.504691252,,,,433.047
17070,Kepler-18 b,Kepler-18,0,0,Transit,2011,Kepler,3.504726619,,,,433.047
17071,Kepler-18 b,Kepler-18,0,0,Transit,2011,Kepler,3.50471307,,,,433.047
17072,Kepler-18 b,Kepler-18,0,0,Transit,2011,Kepler,3.504687554,2.09,,,433.047
17073,Kepler-18 b,Kepler-18,0,0,Transit,2011,Kepler,3.5046913,,30.4165,,433.047
17074,Kepler-18 b,Kepler-18,0,0,Transit,2011,Kepler,3.504687554,2.11,,1165,433.047
17075,Kepler-18 b,Kepler-18,0,0,Transit,2011,Kepler,3.504687554,1.809,,,433.047
17076,Kepler-18 b,Kepler-18,1,0,Transit,2011,Kepler,3.504725,2,6.9,,433.047
17077,Kepler-18 b,Kepler-18,0,0,Transit,2011,Kepler,3.504691252,2.03,,1165,433.047
17078,Kepler-18 b,Kepler-18,0,0,Transit,2011,Kepler,3.504687554,2.11,,1165,433.047
17079,Kepler-18 b,Kepler-18,0,0,Transit,2011,Kepler,3.504761,1.82,,1120,433.047
17080,Kepler-18 b,Kepler-18,0,0,Transit,2011,Kepler,3.504687554,1.809,,,433.047
17081,Kepler-18 b,Kepler-18,0,0,Transit,2011,Kepler,,1.778,,,433.047
17082,Kepler-18 b,Kepler-18,0,0,Transit,2011,Kepler,3.5046913,,140.397,,433.047
17083,Kepler-18 c,Kepler-18,0,0,Transit,2011,Kepler,7.641571533,4.98,,899,433.047
17084,Kepler-18 c,Kepler-18,0,0,Transit,2011,Kepler,7.64156219,,,,433.047
17085,Kepler-18 c,Kepler-18,0,0,Transit,2011,Kepler,7.641567589,,,,433.047
17086,Kepler-18 c,Kepler-18,0,0,Transit,2011,Kepler,7.641571533,4.267,,,433.047
17087,Kepler-18 c,Kepler-18,0,0,Transit,2011,Kepler,7.641571533,4.267,,,433.047
17088,Kepler-18 c,Kepler-18,0,0,Transit,2011,Kepler,7.6415676,,6.3,,433.047
17089,Kepler-18 c,Kepler-18,0,0,Transit,2011,Kepler,7.641567589,4.91,,899,433.047
17090,Kepler-18 c,Kepler-18,0,0,Transit,2011,Kepler,7.641571533,4.99,,,433.047
17091,Kepler-18 c,Kepler-18,1,0,Transit,2011,Kepler,7.64159,5.49,17.3,,433.047
17092,Kepler-18 c,Kepler-18,0,0,Transit,2011,Kepler,7.642,5.22,18.4,,433.047
17093,Kepler-18 c,Kepler-18,0,0,Transit,2011,Kepler,7.641571533,4.98,,899,433.047
17094,Kepler-18 c,Kepler-18,0,0,Transit,2011,Kepler,7.6415706,4.75,,858,433.047
17095,Kepler-18 c,Kepler-18,0,0,Transit,2011,Kepler,,4.295,,,433.047
17096,Kepler-18 c,Kepler-18,0,0,Transit,2011,Kepler,7.641571533,4.98,,899,433.047
17097,Kepler-18 c,Kepler-18,0,0,Transit,2011,Kepler,7.6415676,,2.76,,433.047
17098,Kepler-18 d,Kepler-18,0,0,Transit,2011,Kepler,14.859,6.63,15.7,,433.047
17099,Kepler-18 d,Kepler-18,0,0,Transit,2011,Kepler,14.85891269,5.112,,,433.047
17100,Kepler-18 d,Kepler-18,0,0,Transit,2011,Kepler,14.85891269,5.96,,720,433.047
17101,Kepler-18 d,Kepler-18,0,0,Transit,2011,Kepler,14.85891873,,,,433.047
17102,Kepler-18 d,Kepler-18,0,0,Transit,2011,Kepler,,5.198,,,433.047
17103,Kepler-18 d,Kepler-18,0,0,Transit,2011,Kepler,14.85891269,6.04,,,433.047
17104,Kepler-18 d,Kepler-18,0,0,Transit,2011,Kepler,14.8589085,,8.7,,433.047
17105,Kepler-18 d,Kepler-18,0,0,Transit,2011,Kepler,14.85898877,6.39617029,,679.13,433.047
17106,Kepler-18 d,Kepler-18,0,0,Transit,2011,Kepler,14.85894,6.01,,690,433.047
17107,Kepler-18 d,Kepler-18,0,0,Transit,2011,Kepler,14.85891269,5.96,,720,433.047
17108,Kepler-18 d,Kepler-18,0,0,Transit,2011,Kepler,14.8589085,,4.7,,433.047
17109,Kepler-18 d,Kepler-18,0,0,Transit,2011,Kepler,14.8589223,,,,433.047
17110,Kepler-18 d,Kepler-18,0,0,Transit,2011,Kepler,14.859,6,14.9,,433.047
17111,Kepler-18 d,Kepler-18,0,0,Transit,2011,Kepler,14.85891269,5.112,,,433.047
17112,Kepler-18 d,Kepler-18,0,0,Transit,2011,Kepler,14.85891269,5.96,,720,433.047
17113,Kepler-18 d,Kepler-18,0,0,Transit,2011,Kepler,14.85890852,,,,433.047
17114,Kepler-18 d,Kepler-18,1,0,Transit,2011,Kepler,14.85888,6.98,16.4,,433.047
17115,Kepler-18 d,Kepler-18,0,0,Transit,2011,Kepler,14.85890852,5.94,,720,433.047
17116,Kepler-180 b,Kepler-180,0,0,Transit,2014,Kepler,13.81733587,,,,695.65
17117,Kepler-180 b,Kepler-180,0,0,Transit,2014,Kepler,13.81731817,1.51,,781,695.65
17118,Kepler-180 b,Kepler-180,0,0,Transit,2014,Kepler,13.81746648,,,,695.65
17119,Kepler-180 b,Kepler-180,0,0,Transit,2014,Kepler,13.81733587,2.04,,781,695.65
17120,Kepler-180 b,Kepler-180,0,0,Transit,2014,Kepler,,1.846,,,695.65
17121,Kepler-180 b,Kepler-180,0,0,Transit,2014,Kepler,13.81731817,1.51,,781,695.65
17122,Kepler-180 b,Kepler-180,0,0,Transit,2014,Kepler,13.81752,1.52,,779,695.65
17123,Kepler-180 b,Kepler-180,0,0,Transit,2014,Kepler,13.81731817,1.51,,781,695.65
17124,Kepler-180 b,Kepler-180,0,0,Transit,2014,Kepler,13.81731817,1.32,,,695.65
17125,Kepler-180 b,Kepler-180,1,0,Transit,2014,Kepler,13.817124,1.5,,,695.65
17126,Kepler-180 c,Kepler-180,1,0,Transit,2014,Kepler,41.885775,3.01,,,695.65
17127,Kepler-180 c,Kepler-180,0,0,Transit,2014,Kepler,,2.963,,,695.65
17128,Kepler-180 c,Kepler-180,0,0,Transit,2014,Kepler,41.88574,2.6,,538,695.65
17129,Kepler-180 c,Kepler-180,0,0,Transit,2014,Kepler,41.8854834,2.69,,540,695.65
17130,Kepler-180 c,Kepler-180,0,0,Transit,2014,Kepler,41.8854834,2.43,,,695.65
17131,Kepler-180 c,Kepler-180,0,0,Transit,2014,Kepler,41.8854834,2.69,,540,695.65
17132,Kepler-180 c,Kepler-180,0,0,Transit,2014,Kepler,41.8854834,2.69,,540,695.65
17133,Kepler-180 c,Kepler-180,0,0,Transit,2014,Kepler,41.8853868,,,,695.65
17134,Kepler-180 c,Kepler-180,0,0,Transit,2014,Kepler,41.88526689,,,,695.65
17135,Kepler-180 c,Kepler-180,0,0,Transit,2014,Kepler,41.8854433,3.28,,540,695.65
17136,Kepler-180 c,Kepler-180,0,0,Transit,2014,Kepler,41.8854433,,,,695.65
17137,Kepler-1800 b,Kepler-1800,0,0,Transit,2021,Kepler,4.56204856,0.852,,,350.455
17138,Kepler-1800 b,Kepler-1800,0,0,Transit,2021,Kepler,4.5620407,,,,350.455
17139,Kepler-1800 b,Kepler-1800,0,0,Transit,2021,Kepler,4.56204856,1.33,,1274,350.455
17140,Kepler-1800 b,Kepler-1800,0,0,Transit,2021,Kepler,4.56204856,1.33,,1274,350.455
17141,Kepler-1800 b,Kepler-1800,0,0,Transit,2021,Kepler,4.5620407,2.82,,1533,350.455
17142,Kepler-1800 b,Kepler-1800,0,0,Transit,2021,Kepler,4.562143,1.59,,1301,350.455
17143,Kepler-1800 b,Kepler-1800,0,0,Transit,2021,Kepler,4.56204856,1.33,,1274,350.455
17144,Kepler-1800 b,Kepler-1800,1,0,Transit,2021,Kepler,4.562029839,0.99679734,,,350.455
17145,Kepler-1801 b,Kepler-1801,0,0,Transit,2021,Kepler,10.44091127,3.14,,829,839.332
17146,Kepler-1801 b,Kepler-1801,0,0,Transit,2021,Kepler,10.44091127,3.14,,829,839.332
17147,Kepler-1801 b,Kepler-1801,0,0,Transit,2021,Kepler,10.440887,2.5,,818,839.332
17148,Kepler-1801 b,Kepler-1801,0,0,Transit,2021,Kepler,10.44090078,,,,839.332
17149,Kepler-1801 b,Kepler-1801,1,0,Transit,2021,Kepler,10.44089985,2.70926154,,,839.332
17150,Kepler-1801 b,Kepler-1801,0,0,Transit,2021,Kepler,10.44087398,3.41,,829,839.332
17151,Kepler-1801 b,Kepler-1801,0,0,Transit,2021,Kepler,10.44087398,,,,839.332
17152,Kepler-1801 b,Kepler-1801,0,0,Transit,2021,Kepler,10.44091127,3.14,,829,839.332
17153,Kepler-1801 c,Kepler-1801,0,0,Transit,2023,Kepler,116.582614,3.43,,371,839.332
17154,Kepler-1801 c,Kepler-1801,0,0,Transit,2023,Kepler,116.583183,,,,839.332
17155,Kepler-1801 c,Kepler-1801,0,0,Transit,2023,Kepler,116.582614,3.43,,371,839.332
17156,Kepler-1801 c,Kepler-1801,0,0,Transit,2023,Kepler,116.5847321,,,,839.332
17157,Kepler-1801 c,Kepler-1801,0,0,Transit,2023,Kepler,116.582614,3.43,,371,839.332
17158,Kepler-1801 c,Kepler-1801,0,0,Transit,2023,Kepler,116.5849991,4.05900001,,,839.332
17159,Kepler-1801 c,Kepler-1801,1,0,Transit,2023,Kepler,116.583183,2.91,,371,839.332
17160,Kepler-1802 b,Kepler-1802,1,0,Transit,2021,Kepler,15.45020008,1.671,,,636.694
17161,Kepler-1802 b,Kepler-1802,0,0,Transit,2021,Kepler,7.72515184,1.24,,557,636.694
17162,Kepler-1802 b,Kepler-1802,0,0,Transit,2021,Kepler,7.7251,0.95,,570,636.694
17163,Kepler-1802 b,Kepler-1802,0,0,Transit,2021,Kepler,7.72515184,1.24,,557,636.694
17164,Kepler-1802 b,Kepler-1802,0,0,Transit,2021,Kepler,7.72513619,,,,636.694
17165,Kepler-1802 b,Kepler-1802,0,0,Transit,2021,Kepler,7.72515184,1.24,,557,636.694
17166,Kepler-1802 b,Kepler-1802,0,0,Transit,2021,Kepler,7.72513619,1.71,,581,636.694
17167,Kepler-1802 c,Kepler-1802,0,0,Transit,2021,Kepler,33.1362861,2.05,,357,636.694
17168,Kepler-1802 c,Kepler-1802,0,0,Transit,2021,Kepler,33.1364259,1.88,,343,636.694
17169,Kepler-1802 c,Kepler-1802,0,0,Transit,2021,Kepler,33.1362861,,,,636.694
17170,Kepler-1802 c,Kepler-1802,1,0,Transit,2021,Kepler,33.13610077,2.322,,,636.694
17171,Kepler-1802 c,Kepler-1802,0,0,Transit,2021,Kepler,33.13733,1.48,,351,636.694
17172,Kepler-1802 c,Kepler-1802,0,0,Transit,2021,Kepler,33.13642507,,,,636.694
17173,Kepler-1802 c,Kepler-1802,0,0,Transit,2021,Kepler,33.1364259,1.88,,343,636.694
17174,Kepler-1802 c,Kepler-1802,0,0,Transit,2021,Kepler,33.1364259,1.88,,343,636.694
17175,Kepler-1804 b,Kepler-1804,0,0,Transit,2021,Kepler,12.2885046,,,,434.456
17176,Kepler-1804 b,Kepler-1804,0,0,Transit,2021,Kepler,12.28859,3.77,,960,434.456
17177,Kepler-1804 b,Kepler-1804,0,0,Transit,2021,Kepler,12.28850922,3.14,,913,434.456
17178,Kepler-1804 b,Kepler-1804,0,0,Transit,2021,Kepler,12.28850922,3.14,,913,434.456
17179,Kepler-1804 b,Kepler-1804,1,0,Transit,2021,Kepler,12.28849983,1.59615726,,,434.456
17180,Kepler-1804 b,Kepler-1804,0,0,Transit,2021,Kepler,12.2882885,,,,434.456
17181,Kepler-1804 b,Kepler-1804,0,0,Transit,2021,Kepler,12.2885046,3.22,,913,434.456
17182,Kepler-1804 b,Kepler-1804,0,0,Transit,2021,Kepler,12.28850922,3.14,,913,434.456
17183,Kepler-1805 b,Kepler-1805,0,0,Transit,2021,Kepler,8.84784273,1.15,,479,221.639
17184,Kepler-1805 b,Kepler-1805,0,0,Transit,2021,Kepler,8.84786839,1.01,,436,221.639
17185,Kepler-1805 b,Kepler-1805,0,0,Transit,2021,Kepler,8.84784273,,,,221.639
17186,Kepler-1805 b,Kepler-1805,0,0,Transit,2021,Kepler,8.84786839,1.01,,436,221.639
17187,Kepler-1805 b,Kepler-1805,0,0,Transit,2021,Kepler,8.84786839,1.01,,436,221.639
17188,Kepler-1805 b,Kepler-1805,0,0,Transit,2021,Kepler,8.84790854,,,,221.639
17189,Kepler-1805 b,Kepler-1805,1,0,Transit,2021,Kepler,8.847940445,1.54502915,,,221.639
17190,Kepler-1805 b,Kepler-1805,0,0,Transit,2021,Kepler,8.847813,1.29,,485,221.639
17191,Kepler-1806 b,Kepler-1806,0,0,Transit,2021,Kepler,9.03322647,2.05,,729,978.066
17192,Kepler-1806 b,Kepler-1806,1,0,Transit,2021,Kepler,9.033320427,2.35560189,,,978.066
17193,Kepler-1806 b,Kepler-1806,0,0,Transit,2021,Kepler,9.03331724,,,,978.066
17194,Kepler-1806 b,Kepler-1806,0,0,Transit,2021,Kepler,9.03322647,2.05,,729,978.066
17195,Kepler-1806 b,Kepler-1806,0,0,Transit,2021,Kepler,9.03322647,2.05,,729,978.066
17196,Kepler-1806 b,Kepler-1806,0,0,Transit,2021,Kepler,9.03326435,1.96,,729,978.066
17197,Kepler-1806 b,Kepler-1806,0,0,Transit,2021,Kepler,9.03326435,,,,978.066
17198,Kepler-1806 b,Kepler-1806,0,0,Transit,2021,Kepler,9.033401,2.1,,705,978.066
17199,Kepler-1807 b,Kepler-1807,0,0,Transit,2021,Kepler,10.86060638,2.14,,1108,1299.32
17200,Kepler-1807 b,Kepler-1807,0,0,Transit,2021,Kepler,10.86062378,,,,1299.32
17201,Kepler-1807 b,Kepler-1807,1,0,Transit,2021,Kepler,10.86060047,2.70393215,,,1299.32
17202,Kepler-1807 b,Kepler-1807,0,0,Transit,2021,Kepler,10.86060638,2.14,,1108,1299.32
17203,Kepler-1807 b,Kepler-1807,0,0,Transit,2021,Kepler,10.86069975,,,,1299.32
